,AAPL,AMZN,AVGO,COST,GOOGL,META,MSFT,NVDA,PEP,TSLA
2024-02-26,6.118157541184198,0.18339313825861256,3.9233158694630386,5.441022896168484,0.5500888904844834,0.22821631165552292,1.3479969058132535,0.06964499138315541,2.757034288244206,
2024-02-27,6.16780287243071,0.18214413529632092,3.884655553684755,5.436351825344951,0.555327003221782,0.23073182886215757,1.3477984246245835,0.06930068446181635,2.755395258003881,
2024-02-28,6.126938560122535,0.1817453057229257,3.8642469862869118,5.460076942580579,0.545330521860875,0.22929643723979218,1.3485924516364443,0.0683866666131786,2.7368796904560018,
2024-02-29,6.1043116687592995,0.18552378471829042,3.89742167256692,5.4303658912686075,0.5536476223674044,0.2321909494484974,1.3681735770033743,0.06966258920284356,2.7298628270384726,
2024-03-01,6.067499654860723,0.1870561788102142,4.193155352039961,5.470880593193906,0.5483694541605033,0.2379562739637386,1.3743257780518732,0.07245130587491228,2.7174796691307628,
2024-03-04,5.9134988076346255,0.1863844481433501,4.202415064761503,4.0770284140982245,0.5332146638276564,0.2360092492602098,1.3724074333329408,0.07505599828815665,2.730358185555768,
2024-03-05,5.745313357398623,0.18275289371556067,4.024069795888186,4.0811639915270135,0.5304956223719242,0.23223359764767984,1.331822478437327,0.0756997235747319,2.675377951942472,
2024-03-06,5.711540567307244,0.18211264917250874,4.045798545625506,4.152534719227012,0.5254173629044198,0.23501440554340286,1.329970294114618,0.07810903179207292,2.691227814446574,
2024-03-07,5.707488788423083,0.18558677298123719,4.216650256973526,4.218857838499283,0.5373332507634725,0.24264151648741844,1.3532892262252116,0.08160411472920188,2.6930444867987355,
2024-03-08,5.765914619082496,0.18404388885315015,3.9220864686208317,3.896478707018694,0.5414518376992886,0.23968539325161486,1.3436308309484213,0.07707697142565696,2.692053501422586,
2024-03-11,5.834134023757207,0.18048581272447078,3.875334697641144,3.834827595599479,0.5504886465285073,0.22909271398509434,1.3380077085553468,0.07553240312871315,2.719791431658661,
2024-03-12,5.8503442564464745,0.18408586501312563,3.8716191906539046,3.957270735537602,0.5538075370719678,0.23674826190553244,1.3735981159505979,0.08093839552894459,2.716654518837868,
2024-03-13,5.779423839024134,0.18531387188776835,3.7696951397369522,3.9428781186269126,0.5589656617395999,0.23476806315132778,1.373002672384588,0.08003578467037971,2.7292024384625986,
2024-03-14,5.842576831635974,0.1876124550179928,3.782881093872559,3.930794700667819,0.5722011684438396,0.23299629566426905,1.406476151615056,0.07744329242624684,2.7206165819515555,
2024-03-15,5.829744553338913,0.18306777096900498,3.702654520917518,3.896854969444599,0.5645237881903332,0.2293343338338187,1.3773687472494203,0.07734907216705335,2.7186356845654913,
2024-03-18,5.866893219720749,0.1831307432166294,3.707868972781275,3.92859305254157,0.5905147503112759,0.23543601968285063,1.380345556050744,0.07789328709355862,2.8276054347574924,
2024-03-19,5.9465962146577365,0.1846211451332553,3.7101765497607246,3.931976436044166,0.5879156909600433,0.2350854616572026,1.3938739766064632,0.07872369177218082,2.836521083044134,
2024-03-20,6.034065075828915,0.18698270051110416,3.8403138097547007,3.9778920344011333,0.5947533193515916,0.23948169905872227,1.4065090784273957,0.07958139390907402,2.8375118000787247,
2024-03-21,5.78752843584333,0.18698270051110416,4.05700924373825,3.987773804233978,0.5901949209021492,0.24054287634597826,1.4202027465879015,0.08051746616810015,2.847253135341379,
2024-03-22,5.818260963076637,0.1877383995132416,4.073472199890992,3.94610001042868,0.6028704496839551,0.24140506745278972,1.4181190520070015,0.08303069428321755,2.8401536227237814,
2024-03-25,5.769966917492094,0.18862005902595017,4.067783537224015,3.925478380639533,0.6000714815933257,0.23829735784088002,1.398670042918156,0.0836585559890197,2.8497301962694146,
2024-03-26,5.731467484973725,0.18714014714548752,4.0073193260988464,3.925585600539263,0.602470632205162,0.23491966405833653,1.3946676968467804,0.08150902735055086,2.8518763920556167,
2024-03-27,5.853046308244977,0.18874600352119894,3.968916185667584,3.931492953718531,0.6032703285975175,0.2339579798613028,1.393939932488324,0.07947395175861752,2.865745088832096,
2024-03-28,5.791243562244232,0.18932327581662647,3.9890206700552917,3.9344467957709726,0.6035101699369779,0.2300354498851148,1.3915916985797123,0.07956729817649724,2.8895201509298074,
2024-04-01,5.791243562244232,0.11249023282129901,4.063811088261212,3.8732791666773925,0.2862693548698187,0.17617437723430704,1.1392091283328585,0.07957346211868749,0.3393135453830147,
2024-04-02,5.791243562244232,0.11231618669398327,4.0292002340269635,3.8198978864132895,0.2845571231115054,0.1783328499988514,1.1308106063924608,0.0787712421833626,0.33629276753618703,
2024-04-03,5.791243562244232,0.11338533261023848,4.102785522022337,3.7897710801428186,0.28521992980153377,0.18169248202970942,1.128154219725491,0.07834150719081782,0.3328403862351806,
2024-04-04,2.4784859690500087,0.22487150199885778,3.9652144475963835,3.7854204010633365,0.5308121552338473,0.39948919872409366,2.3618671361732355,0.07564775690398745,1.8065969043307815,
2024-04-05,2.4896431766339155,0.23120539178853708,4.031215629940649,3.8328939972225555,0.5377589667986865,0.4123280390729183,2.4050486115636676,0.07749966863469773,1.8011658350626607,
2024-04-08,2.4730539388324444,0.23135530002317312,4.021194192779288,3.8226366268150387,0.5460458170249467,0.4060024179663646,2.3997920690542984,0.0767291355297815,1.8058513005574524,
2024-04-09,2.4909648231012858,0.23195495202431057,4.015114399548238,3.8590480414675317,0.5522167996243315,0.40416490597887755,2.409344288226578,0.07516253298801809,1.8168197066695582,
2024-04-10,2.4632172484896033,0.23230475061352354,3.9798720421478895,3.880475806058354,0.5505946561149272,0.4064559440142317,2.3922749843635076,0.07664636259179843,1.7991425973397694,
2024-04-11,2.5698028868110567,0.23617754521743015,4.1607218535114425,3.932942407918586,0.5621256308259951,0.4090595816533879,2.4186697018217154,0.07979625132256202,1.7928596567224553,
2024-04-12,2.5919716317855257,0.23252963202807098,4.045181044746903,3.927357707215358,0.5562014290183452,0.400255420309353,2.384588407061139,0.07765640887896356,1.790090815226235,
2024-04-15,2.5353020872049616,0.22939391166124934,3.9447192993875198,3.8573831546911665,0.5460810327251944,0.39113067289012843,2.337902628242678,0.07573229096831059,1.7778446020903391,
2024-04-16,2.486707414086181,0.22901914107465932,4.00000593133934,3.8449770842560325,0.5444588892157899,0.390763151305913,2.343215435309705,0.07697746778744326,1.7837016070330565,
2024-04-17,2.4664468357218987,0.2264705867102866,3.8602680029232768,3.840788558728612,0.5482320076963166,0.3863923449843143,2.327728877916397,0.0740010365574636,1.804786201759619,
2024-04-18,2.4523527363639523,0.22389706034853685,3.7891202798096133,3.819629505738348,0.550136201875704,0.39235823911085954,2.2849430017760803,0.07456110834288572,1.8344971621478026,
2024-04-19,2.422403396302783,0.2181628416225884,3.625755824957517,3.8102848281810027,0.543365793880105,0.3761494196206314,2.2558353541247245,0.06710156196786278,1.8543041229248027,
2024-04-22,2.4347354509344106,0.22141097410279365,3.6851964688666796,3.842239005705517,0.5510883260543978,0.37666547038593845,2.266234861620241,0.07002337811573163,1.8791162172953266,
2024-04-23,2.450297544488855,0.22429682199509735,3.7596251613122695,3.8810119055570045,0.5580703533194846,0.38790140434221176,2.303594877374262,0.07258152167437695,1.8233155285870566,
2024-04-24,2.481421957443005,0.2206114317470792,3.782588912806795,3.8875099609616375,0.5611382909470536,0.38586845164800504,2.312016388619203,0.07016340110347935,1.889232752058239,
2024-04-25,2.4941948620241035,0.21696351855772006,3.8957514330400267,3.882830341819403,0.550100931997456,0.3451157186130001,2.2553831408476492,0.0727655593769138,1.8814587769684947,
2024-04-26,2.4855327928837214,0.22439676717238582,4.045181044746903,3.922204202590366,0.6063452271348787,0.34660916477908577,2.296529831225895,0.07725926816742253,1.8697449401572879,
2024-04-29,2.5471939694229,0.2260708250637261,4.028778298430397,3.9068744043338874,0.585892815279089,0.3382663001037275,2.273525839672494,0.07727863383530698,1.8757085588243252,
2024-04-30,2.5006544881792165,0.21862507138777837,3.913357909338329,3.888424308439892,0.5740091417855415,0.3363506502069887,2.2005016079534827,0.07608543040877502,1.8732593854268371,
2024-05-01,2.4855327928837214,0.2236222158766419,3.7405743490586865,3.8847669185268745,0.5778175843223166,0.3434033759773807,2.232209656682671,0.07312571643531346,1.8651660883868162,
2024-05-02,2.540293719163577,0.23076813402072419,1.6743581200450788,3.9397396200804913,0.5875501203107406,0.34535027624114073,2.2486004658954775,0.1665640408748793,1.8683605194091777,
2024-05-03,2.6922446692167776,0.23262957720535948,1.7278101335597944,4.001382458359295,0.5897364193381113,0.3533882399833137,2.2984513881841617,0.17233245383239765,1.8758149994744173,
2024-05-06,2.6677269076826513,0.2357402874496172,1.7713397456623836,4.068887974859145,0.5927690870874323,0.3641159417618848,2.337337536380985,0.17883649141311,1.8723009003533235,
2024-05-07,2.67785674517427,0.23581524156693523,1.7616064461977674,4.148818755479883,0.6038768774375249,0.3661176201056727,2.3135987856196634,0.17575819304729384,1.8957284009015096,
2024-05-08,2.682848602978146,0.23486579097658475,1.7916983942442304,4.1063249279970195,0.5972827646551654,0.36952671616849725,2.3203812858371835,0.1754825782711463,1.889232752058239,
2024-05-09,2.7097151552266694,0.2367397201599086,1.7650670956961718,4.190398235484493,0.5993279299915439,0.37173165380660955,2.3304421575788474,0.17225092353550256,1.8961545096503343,
2024-05-10,2.6910445274998254,0.23421615685550634,1.8017426007910622,4.234235951895764,0.5947084969670672,0.3723415516065703,2.344119861863855,0.1744461227051111,1.914577222753452,
2024-05-13,2.738529397006053,0.2330793209718609,1.8081098017310293,4.169473808756292,0.5964364501112155,0.3659377686073674,2.338354492050451,0.1754573472888435,1.9263975002147513,
2024-05-14,2.755435721553968,0.23370396403296886,1.8655905043525538,4.184265852886038,0.600667968652965,0.3689402981147481,2.354406316040102,0.17731480983333464,1.9154290941026455,
2024-05-15,2.789101571230148,0.2323547327334645,1.9414832795219585,4.233429155242856,0.6083199610707618,0.37651689323805176,2.3955708293527613,0.18366937273380443,1.9110629505581307,
2024-05-16,2.7908654227185554,0.2294064167225313,1.908984789063659,4.265863836762457,0.6142088930001637,0.37001931117099013,2.3837365756369735,0.18314338897942126,1.949931787561485,
2024-05-17,2.7913064985132876,0.2307431429607537,1.8862195980699759,4.280601940016721,0.6208383298387716,0.36898718565697863,2.3793201573301457,0.1794944377977757,1.9401345747488494,
2024-05-20,2.808506647745763,0.22929396648396086,1.9115531792620568,4.265487574336552,0.6238708892320919,0.366586735361954,2.408367521526868,0.18396052908390126,1.9201145595974374,
2024-05-21,2.8277653765322506,0.22880674565880044,1.8915054377624256,4.308142231669011,0.6271503919511483,0.363294966079995,2.4293178567257625,0.1851367106593891,1.928314470361778,
2024-05-22,2.806448745727534,0.22878177366142335,1.8820966724605,4.313144503287285,0.6219666950527045,0.36575794109245957,2.437697781123739,0.18429047269863036,1.9390699951736992,
2024-05-23,2.747350235364918,0.22618325623970312,1.8835157756563985,4.283453195128064,0.611987324094545,0.36419410365453414,2.4177668478794256,0.20146570460130456,1.9090398859094668,
2024-05-24,2.7929235505820453,0.22580846659051967,1.9031853132610081,4.355477169994937,0.6170652113582449,0.3739210022363076,2.4356595014185305,0.20664795280026244,1.8954090789512332,
2024-05-28,2.793070801692217,0.22755745953658454,1.9094170819857958,4.373980544913181,0.6220372348092005,0.3752502100958996,2.436565325849889,0.2210728891070571,1.8463172665348737,
2024-05-29,2.7974811079490194,0.22739506530326,1.8799739926173216,4.338210795030987,0.6202740659648046,0.3709028835205126,2.430054013810893,0.22286625932656765,1.8225699248137277,
2024-05-30,2.8121820535232716,0.2240219965857958,1.8440286893884845,4.385652953256643,0.6069094910088457,0.36518711224712463,2.347951618028066,0.21447177965550035,1.8154354589956758,
2024-05-31,2.8262955755736643,0.2204240464537842,1.7959972140155263,4.356337245672093,0.6082847453705144,0.365015127303219,2.3505563874721758,0.21278902277355455,1.8412056922912579,
2024-06-03,2.852462910894132,0.222797682460957,1.7870075338500464,0.7316943612356902,0.6106473396111244,0.3733501973743702,2.3414399565197668,0.22320595161208667,1.8234219692371492,
2024-06-04,2.8571677193712777,0.22404696858317288,1.7990660325384344,6.672202793631971,0.612833638638495,0.37295922002734067,2.355878804945014,0.22599504928820763,1.8517483358029945,
2024-06-05,2.879513301185109,0.2264705867102866,1.9102827160670286,6.727925923347737,0.6185462211766571,0.38708819928113153,2.4008368075332904,0.23764641467722153,1.8474888059827996,
2024-06-06,2.8590785961245966,0.23111793260993715,1.8943036015023664,6.795181551997252,0.6232009240793817,0.3860717828925221,2.4037244723775495,0.23484759796152882,1.8444002963878472,
2024-06-07,2.894508974824966,0.2302434361369047,1.901563271389732,6.818889531951999,0.6151962870571056,0.3854462239339544,2.3999309831019318,0.23463410503435117,1.8357604309364584,
2024-06-10,2.839084966858816,0.23369145897168692,1.947296172757692,6.8411468331852054,0.6178439659357199,0.39298377408602975,2.422692792428893,0.23638480629964437,1.7805931939019077,
2024-06-11,3.0453422166814796,0.23390383532495237,1.975089966093941,6.848969285785266,0.6235277799556797,0.3967915941332958,2.4499281582935954,0.23469607872723003,1.7716852364716686,
2024-06-12,3.1323732689245367,0.23347908261842143,2.0217019189762166,6.836872689140711,0.6276583648827195,0.39786283656872823,2.497377527537411,0.24302331034857771,1.7583761745029007,
2024-06-13,3.149573644002273,0.2296562701344558,2.2697391027136695,6.821954115557669,0.6183736100674435,0.3941566101935281,2.5003216316739785,0.25158347297624656,1.7530096619217466,
2024-06-14,3.1238464810954936,0.2294438937811903,2.34551007274837,6.900257525934725,0.6241280180218997,0.3945949307673418,2.5059274687509183,0.2559897536484223,1.758161562460438,
2024-06-17,3.185297395696682,0.2299436006050393,2.4723538728705945,6.998961725993683,0.6257166253490682,0.39652811252769726,2.5387681474886072,0.25424275628540494,1.7831692307083677,
2024-06-18,3.150308318636305,0.22838199295226944,2.4367326845096637,7.021864489954907,0.6181263958517055,0.3909398130123428,2.5272741021385325,0.2631717090548715,1.786818500801367,
2024-06-20,3.0825364468702574,0.232492154969412,2.344861004422989,6.954851467972573,0.6223981144697376,0.3926695196277959,2.5236504549437946,0.2538545576956819,1.7889647943002185,
2024-06-21,3.0503410756884466,0.23621502227608912,2.2422153352182126,6.840905218774332,0.6341541445943878,0.3872533969235275,2.5467517736978644,0.24568257884212702,1.7954048863163679,
2024-06-24,3.0598963628360822,0.231830034849645,2.1592599587098458,6.839695658335508,0.6327067251362117,0.3904858552633197,2.534804990866761,0.2292610317901436,1.8039910987571415,
2024-06-25,3.073568583246481,0.232791971438684,2.1437730962214094,6.898966600478688,0.6496876274395951,0.3996353775322242,2.553376837994734,0.24475086963245166,1.7961560284649862,
2024-06-26,3.1350194978476695,0.2418742868847196,2.1589752575516203,6.90969239503445,0.6491580374858719,0.4016077241807958,2.560228183664792,0.2453526204117888,1.7896089765760614,
